PLAYER_ID,PLAYER_NAME,SEASON,ON_COURT_NET,OFF_COURT_NET,ON_OFF_DIFF,ON_MIN_TOTAL
1626168,Trey Lyles,2021-22,-7.03,-6.17,-0.86,1541
1626168,Trey Lyles,2022-23,4.07,3.12,0.94,1248
1626168,Trey Lyles,2023-24,7.17,-0.37,7.54,1159
1626169,Stanley Johnson,2021-22,-1.17,-3.57,2.4,1093
1626169,Stanley Johnson,2022-23,-6.52,-9.26,2.75,466
1626171,Bobby Portis,2021-22,7.22,-2.44,9.67,2022
1626171,Bobby Portis,2022-23,-1.37,3.7,-5.07,1804
1626171,Bobby Portis,2023-24,-0.07,4.97,-5.04,2014
1626172,Kevon Looney,2021-22,5.68,5.55,0.13,1728
1626172,Kevon Looney,2022-23,5.28,-1.45,6.73,1958
1626172,Kevon Looney,2023-24,1.05,2.5,-1.45,1196
1626174,Christian Wood,2021-22,-8.75,-6.46,-2.29,2094
1626174,Christian Wood,2022-23,-0.49,0.94,-1.43,1740
1626174,Christian Wood,2023-24,1.58,-0.38,1.96,871
1626179,Terry Rozier,2021-22,1.84,0.57,1.26,2452
1626179,Terry Rozier,2022-23,-5.03,-5.53,0.5,2214
1626179,Terry Rozier,2023-24,-6.17,-3.56,-2.61,2037
1626181,Norman Powell,2021-22,-8,-7.15,-0.85,1455
1626181,Norman Powell,2022-23,-2.85,4.51,-7.36,1567
1626181,Norman Powell,2023-24,5.16,1.31,3.85,1987
1626192,Pat Connaughton,2021-22,-1.22,5.33,-6.55,1680
1626192,Pat Connaughton,2022-23,2.5,0.76,1.74,1432
1626192,Pat Connaughton,2023-24,-1.76,5.46,-7.22,1676
1626195,Willy Hernangomez,2021-22,-1.92,-0.56,-1.36,837
1626195,Willy Hernangomez,2022-23,1.99,2.06,-0.07,456
1626196,Josh Richardson,2021-22,4.08,5.88,-1.8,1601
1626196,Josh Richardson,2022-23,-4.23,-5.65,1.42,1523
1626196,Josh Richardson,2023-24,-5.7,4.29,-9.98,1105
1626204,Larry Nance Jr.,2021-22,-1.41,-8.15,6.74,1040
1626204,Larry Nance Jr.,2022-23,8.44,-1.34,9.78,1372
1626204,Larry Nance Jr.,2023-24,3.11,4.72,-1.61,1217
1626208,Keifer Sykes,2021-22,-2.26,-1.49,-0.77,569
1626220,Royce O'Neale,2021-22,5.08,7.9,-2.82,2407
1626220,Royce O'Neale,2022-23,1.84,-1.43,3.27,2415
1626220,Royce O'Neale,2023-24,2.56,-1.13,3.7,1950
1626224,Cedi Osman,2021-22,-2.35,3.74,-6.08,1458
1626224,Cedi Osman,2022-23,6.82,5.09,1.73,1548
1626224,Cedi Osman,2023-24,-13.01,-3.21,-9.8,1269
1626246,ID_1626246,2021-22,14.43,3.13,11.3,128
1626246,ID_1626246,2022-23,18.02,-9.43,27.44,172
1626246,ID_1626246,2023-24,-11.21,2.22,-13.42,70
1627732,Ben Simmons,2022-23,1.77,0.1,1.67,1109
1627732,Ben Simmons,2023-24,-2.82,-2.35,-0.47,358
1627734,Domantas Sabonis,2021-22,-0.23,-3.58,3.35,2133
1627734,Domantas Sabonis,2022-23,3.74,2.7,1.05,2733
1627734,Domantas Sabonis,2023-24,0.75,4.86,-4.11,2927
1627736,Malik Beasley,2021-22,2.06,4.13,-2.07,1978
1627736,Malik Beasley,2022-23,-1.93,0.66,-2.58,2102
1627736,Malik Beasley,2023-24,5.82,-2.5,8.32,2343
1627737,Marquese Chriss,2021-22,-0.47,3.88,-4.34,350
1627739,Kris Dunn,2021-22,-8.2,-7.89,-0.32,341
1627739,Kris Dunn,2022-23,-4.18,0.09,-4.28,566
1627739,Kris Dunn,2023-24,1.21,-7.59,8.8,1244
1627741,Buddy Hield,2021-22,-2.03,-4.55,2.52,2491
1627741,Buddy Hield,2022-23,-0.29,-4.58,4.3,2483
1627741,Buddy Hield,2023-24,2.29,4.58,-2.29,2163
1627742,Brandon Ingram,2021-22,3.38,-4.65,8.02,1868
1627742,Brandon Ingram,2022-23,3.5,1.13,2.36,1540
1627742,Brandon Ingram,2023-24,3.31,5.27,-1.96,2107
1627745,Damian Jones,2021-22,-6.31,-4.74,-1.57,1020
1627745,Damian Jones,2022-23,-8.17,0.41,-8.57,478
1627745,Damian Jones,2023-24,-18.86,3.81,-22.67,271
1627747,Caris LeVert,2021-22,-1.47,-0.7,-0.77,1780
1627747,Caris LeVert,2022-23,4.25,7.72,-3.47,2234
1627747,Caris LeVert,2023-24,3.18,1.35,1.83,1962
1627749,Dejounte Murray,2021-22,0.94,-1.99,2.93,2364
1627749,Dejounte Murray,2022-23,-0.66,2.61,-3.26,2695
1627749,Dejounte Murray,2023-24,-1.93,0.08,-2.01,2788
1627750,Jamal Murray,2022-23,5.89,-1.23,7.12,2134
1627750,Jamal Murray,2023-24,8,2.92,5.08,1858
1627751,Jakob Poeltl,2021-22,1.84,-2.3,4.14,1973
1627751,Jakob Poeltl,2022-23,-2.33,-5.66,3.34,1900
1627751,Jakob Poeltl,2023-24,-1.18,-7.78,6.6,1318
1627752,Taurean Prince,2021-22,2.21,3.47,-1.26,1177
1627752,Taurean Prince,2022-23,0.64,0.48,0.16,1194
1627752,Taurean Prince,2023-24,-2.72,3.18,-5.9,2107
1627756,ID_1627756,2021-22,-2.89,1.72,-4.62,203
1627759,Jaylen Brown,2021-22,10.32,4.33,5.99,2223
1627759,Jaylen Brown,2022-23,6.46,9.78,-3.32,2403
1627759,Jaylen Brown,2023-24,8.18,16.87,-8.69,2341
1627761,DeAndre' Bembry,2021-22,-0.28,0.53,-0.81,1024
1627763,Malcolm Brogdon,2021-22,1.97,-3.14,5.11,1198
1627763,Malcolm Brogdon,2022-23,6.08,9.09,-3.01,1742
1627763,Malcolm Brogdon,2023-24,-3.52,-10.04,6.51,1121
1627767,ID_1627767,2021-22,-47.63,-6.57,-41.06,29
1627774,ID_1627774,2021-22,-5,3.6,-8.6,231
1627777,Georges Niang,2021-22,2.3,3.46,-1.16,1737
1627777,Georges Niang,2022-23,1.98,6.66,-4.68,1511
1627777,Georges Niang,2023-24,0.81,3.51,-2.7,1834
1627780,Gary Payton II,2021-22,8.52,4.26,4.26,1240
1627780,Gary Payton II,2022-23,6.59,-2.21,8.8,370
1627780,Gary Payton II,2023-24,5.88,1.27,4.61,682
1627783,Pascal Siakam,2021-22,4.46,-1.78,6.24,2578
1627783,Pascal Siakam,2022-23,2.27,-0.23,2.49,2655
1627783,Pascal Siakam,2023-24,2.42,-2.45,4.87,2659
1627788,Furkan Korkmaz,2021-22,0.47,4.33,-3.86,1415
1627788,Furkan Korkmaz,2022-23,2.36,5.13,-2.76,354
1627788,Furkan Korkmaz,2023-24,7.1,3.63,3.47,299
1627789,Timothe Luwawu-Cabarrot,2021-22,-3.2,2.53,-5.73,683
1627814,Damion Lee,2021-22,2.2,7.2,-5,1258
1627814,Damion Lee,2022-23,3.75,2.42,1.34,1503
1627820,ID_1627820,2021-22,-9.64,-0.69,-8.95,73
1627822,ID_1627822,2021-22,7.34,2.8,4.54,36
1627823,Juancho Hernangomez,2021-22,1.49,5.84,-4.35,446
1627823,Juancho Hernangomez,2022-23,1.3,1.47,-0.17,612
1627826,Ivica Zubac,2021-22,-3.66,3.96,-7.63,1848
1627826,Ivica Zubac,2022-23,0.16,3.34,-3.18,2169
1627826,Ivica Zubac,2023-24,4.21,2.44,1.78,1796
1627827,Dorian Finney-Smith,2021-22,4.34,1.77,2.57,2650
1627827,Dorian Finney-Smith,2022-23,-0.6,0.65,-1.26,2013
1627827,Dorian Finney-Smith,2023-24,-2.08,-2.69,0.61,1931
1627832,Fred VanVleet,2021-22,3.35,0.54,2.8,2458
1627832,Fred VanVleet,2022-23,3.48,-2.18,5.66,2537
1627832,Fred VanVleet,2023-24,4.01,-2.3,6.31,2685
1627846,ID_1627846,2021-22,3.33,8.5,-5.18,143
1627853,ID_1627853,2021-22,-2.31,0.43,-2.74,74
1627853,ID_1627853,2022-23,-12.17,-1.96,-10.2,171
1627853,ID_1627853,2023-24,3.3,4.44,-1.15,46
1627854,Bryn Forbes,2021-22,-0.68,1.63,-2.3,1282
1627854,Bryn Forbes,2022-23,-9.26,1.23,-10.48,264
1627863,Danuel House Jr.,2021-22,4.56,1.49,3.07,718
1627863,Danuel House Jr.,2022-23,3.88,5.13,-1.25,801
1627863,Danuel House Jr.,2023-24,3.9,3.89,0.01,508
1627884,Derrick Jones Jr.,2021-22,2.6,-1.23,3.83,901
1627884,Derrick Jones Jr.,2022-23,7.14,0.35,6.78,894
1627884,Derrick Jones Jr.,2023-24,2.5,2.77,-0.26,1775
1627885,ID_1627885,2021-22,-25.13,0.4,-25.53,21
1627885,ID_1627885,2022-23,-2.18,-3.37,1.19,121
1627936,Alex Caruso,2021-22,5.41,-2.7,8.11,1144
1627936,Alex Caruso,2022-23,6.76,-1.32,8.08,1573
1627936,Alex Caruso,2023-24,0.65,-2.41,3.06,2033
1628021,David Nwaba,2021-22,-8.14,-7.59,-0.55,611
1628035,ID_1628035,2021-22,-10.91,0.24,-11.15,209
1628221,ID_1628221,2021-22,-8.15,-1.56,-6.59,22
1628221,ID_1628221,2022-23,25.41,-2.27,27.67,55
1628365,Markelle Fultz,2021-22,-5.2,-7.84,2.64,359
1628365,Markelle Fultz,2022-23,-2.37,-1.07,-1.3,1771
1628365,Markelle Fultz,2023-24,0.93,2.75,-1.82,905
1628366,Lonzo Ball,2021-22,2.99,-1.82,4.81,1206
1628367,Josh Jackson,2021-22,-8.24,-6.33,-1.92,835
1628368,De'Aaron Fox,2021-22,-4.93,-5.37,0.44,2081
1628368,De'Aaron Fox,2022-23,3.56,3.19,0.37,2432
1628368,De'Aaron Fox,2023-24,4.34,-3.28,7.62,2665
1628369,Jayson Tatum,2021-22,12.15,-2.12,14.28,2733
1628369,Jayson Tatum,2022-23,9.7,3.64,6.06,2731
1628369,Jayson Tatum,2023-24,11.32,12.56,-1.24,2643
1628370,Malik Monk,2021-22,-0.1,-6.15,6.04,2133
1628370,Malik Monk,2022-23,2.21,4.34,-2.13,1718
1628370,Malik Monk,2023-24,-0.07,3.53,-3.61,1871
1628371,Jonathan Isaac,2022-23,-3.54,-1.59,-1.95,124
1628371,Jonathan Isaac,2023-24,10.87,-0.22,11.09,913
1628372,Dennis Smith Jr.,2021-22,-9.1,-7.69,-1.41,638
1628372,Dennis Smith Jr.,2022-23,-2.16,-6.92,4.75,1391
1628372,Dennis Smith Jr.,2023-24,1.54,-3.83,5.37,1058
1628373,Frank Ntilikina,2021-22,3.68,3.45,0.23,689
1628373,Frank Ntilikina,2022-23,6.55,-0.8,7.35,610
1628373,Frank Ntilikina,2023-24,0.94,-9.6,10.54,44
1628374,Lauri Markkanen,2021-22,3.48,-0.33,3.81,1879
1628374,Lauri Markkanen,2022-23,3.77,-6.28,10.05,2277
1628374,Lauri Markkanen,2023-24,0.32,-9.18,9.5,1815
1628378,Donovan Mitchell,2021-22,5.76,6.74,-0.98,2264
1628378,Donovan Mitchell,2022-23,6.27,4.97,1.3,2434
1628378,Donovan Mitchell,2023-24,6.5,-1.8,8.3,1941
1628379,Luke Kennard,2021-22,3.6,-2.61,6.21,1919
1628379,Luke Kennard,2022-23,6.82,1.85,4.97,1314
1628379,Luke Kennard,2023-24,-7.76,-4.47,-3.29,1007
1628380,Zach Collins,2021-22,2.08,-0.58,2.66,502
1628380,Zach Collins,2022-23,-7.77,-9.6,1.83,1440
1628380,Zach Collins,2023-24,-11.5,-3.12,-8.38,1527
1628381,John Collins,2021-22,0.4,2.36,-1.95,1656
1628381,John Collins,2022-23,-0.2,1.08,-1.28,2129
1628381,John Collins,2023-24,-7.38,-2.48,-4.9,1897
1628382,ID_1628382,2021-22,-7.36,8.46,-15.82,35
1628382,ID_1628382,2022-23,-29.02,8.8,-37.81,107
1628384,OG Anunoby,2021-22,3.66,1.21,2.45,1725
1628384,OG Anunoby,2022-23,2.39,0.02,2.37,2383
1628384,OG Anunoby,2023-24,11.49,-4.18,15.67,1704
1628385,ID_1628385,2023-24,1.23,-2.47,3.7,82
1628386,Jarrett Allen,2021-22,3.38,-0.12,3.5,1807
1628386,Jarrett Allen,2022-23,7.89,3.08,4.8,2218
1628386,Jarrett Allen,2023-24,4.26,-0.95,5.21,2445
1628389,Bam Adebayo,2023-24,0.17,3.57,-3.41,2411
1628391,ID_1628391,2021-22,-13.37,2.49,-15.86,53
1628392,Isaiah Hartenstein,2021-22,7.65,-2.83,10.48,1222
1628392,Isaiah Hartenstein,2022-23,4.2,2.64,1.57,1629
1628392,Isaiah Hartenstein,2023-24,9.53,-0.29,9.81,1899
1628396,Tony Bradley,2021-22,6.37,-1.45,7.82,552
1628396,Tony Bradley,2022-23,10.01,1.81,8.19,32
1628398,Kyle Kuzma,2021-22,-5.94,-0.75,-5.19,2204
1628398,Kyle Kuzma,2022-23,0.17,-2.34,2.51,2241
1628398,Kyle Kuzma,2023-24,-10.11,-5.04,-5.07,2281
1628400,Semi Ojeleye,2021-22,-15.54,3.44,-18.97,405
1628401,Derrick White,2021-22,5.12,1.44,3.68,2198
1628401,Derrick White,2022-23,12.17,1.71,10.46,2320
1628401,Derrick White,2023-24,12.2,11.04,1.16,2378
1628402,Frank Jackson,2021-22,-6,-7.23,1.22,1159
1628404,Josh Hart,2021-22,-4.43,-1.57,-2.86,1793
1628404,Josh Hart,2022-23,6.11,-5.6,11.71,2453
1628404,Josh Hart,2023-24,6.02,0.95,5.06,2710
1628408,ID_1628408,2021-22,-8.45,3.91,-12.36,342
1628408,ID_1628408,2022-23,-13.46,3.77,-17.23,80
1628410,Edmond Sumner,2022-23,1.25,0.41,0.85,736
1628411,ID_1628411,2021-22,-2.25,1.62,-3.87,83
1628415,Dillon Brooks,2021-22,11.48,4.06,7.41,881
1628415,Dillon Brooks,2022-23,5.1,2.64,2.46,2211
1628415,Dillon Brooks,2023-24,0.55,3.81,-3.26,2223
1628418,Thomas Bryant,2021-22,-8.06,-3.09,-4.97,436
1628418,Thomas Bryant,2022-23,-5.01,1.86,-6.88,1081
1628418,Thomas Bryant,2023-24,2.29,1.39,0.9,440
1628419,ID_1628419,2021-22,-7,1.63,-8.64,44
1628420,Monte Morris,2021-22,6.4,-1.79,8.19,2239
1628420,Monte Morris,2022-23,0.37,-1.88,2.24,1692
1628420,Monte Morris,2023-24,9,4.18,4.82,478
1628422,ID_1628422,2021-22,3.82,0.36,3.46,21
1628424,ID_1628424,2022-23,-38.3,-5.02,-33.29,28
1628424,ID_1628424,2023-24,-20.76,-5.33,-15.43,66
1628425,Sterling Brown,2021-22,1.44,3.88,-2.44,632
1628425,Sterling Brown,2022-23,-2.26,0.63,-2.89,25
1628426,Sasha Vezenkov,2023-24,1.07,1.95,-0.88,512
1628427,Vlatko Čančar,2021-22,1.6,2.9,-1.29,175
1628427,Vlatko Čančar,2022-23,-5.21,4.89,-10.1,894
1628432,Davon Reed,2021-22,2.83,2.84,-0.01,663
1628432,Davon Reed,2022-23,-12.32,3.66,-15.98,345
1628435,ID_1628435,2022-23,-71.85,-2.97,-68.88,21
1628436,Luke Kornet,2021-22,8.02,7.66,0.36,87
1628436,Luke Kornet,2022-23,5.13,8.45,-3.33,805
1628436,Luke Kornet,2023-24,12.63,11.44,1.19,988
1628449,Chris Boucher,2021-22,5.61,-0.2,5.81,1691
1628449,Chris Boucher,2022-23,-0.88,2.9,-3.78,1530
1628449,Chris Boucher,2023-24,4.19,-7.72,11.91,711
1628464,Daniel Theis,2021-22,-4.19,-0.84,-3.35,972
1628464,Daniel Theis,2022-23,-8.65,-1.69,-6.96,109
1628464,Daniel Theis,2023-24,3.34,3.21,0.13,1010
1628467,Maxi Kleber,2021-22,4.21,3.08,1.13,1454
1628467,Maxi Kleber,2022-23,-3.54,1.48,-5.02,929
1628467,Maxi Kleber,2023-24,7.19,1.35,5.84,874
1628470,Torrey Craig,2021-22,-2.79,3.27,-6.05,1594
1628470,Torrey Craig,2022-23,-2.6,8.28,-10.88,1945
1628470,Torrey Craig,2023-24,-6.53,1.17,-7.7,1045
1628476,ID_1628476,2021-22,3.62,-7.15,10.77,106
1628539,ID_1628539,2021-22,-13.14,-7.31,-5.84,198
1628778,ID_1628778,2021-22,-20.67,-7.46,-13.21,158
1628960,Grayson Allen,2021-22,4.08,1.22,2.86,1799
1628960,Grayson Allen,2022-23,3.21,-0.42,3.63,1963
1628960,Grayson Allen,2023-24,4.68,0.08,4.6,2502
1628962,Udoka Azubuike,2021-22,2.1,6.39,-4.29,194
1628962,Udoka Azubuike,2022-23,-11.16,0.54,-11.7,357
1628962,Udoka Azubuike,2023-24,-20.59,3.69,-24.28,114
1628963,Marvin Bagley III,2021-22,-5.84,-5.94,0.1,1146
1628963,Marvin Bagley III,2022-23,-11.23,-6.84,-4.39,993
1628963,Marvin Bagley III,2023-24,-6.33,-8.17,1.84,1054
1628964,Mo Bamba,2021-22,-8.96,-6.43,-2.53,1822
1628964,Mo Bamba,2022-23,2.99,-2.35,5.35,764
1628964,Mo Bamba,2023-24,-2.01,5.25,-7.26,742
1628966,Keita Bates-Diop,2021-22,0.98,-0.63,1.61,959
1628966,Keita Bates-Diop,2022-23,-8,-9.48,1.47,1451
1628966,Keita Bates-Diop,2023-24,-3.97,3.47,-7.44,668
1628969,Mikal Bridges,2021-22,10.35,3.01,7.34,2853
1628969,Mikal Bridges,2022-23,1.43,2.72,-1.3,2962
1628969,Mikal Bridges,2023-24,-2.75,-1.47,-1.28,2851
1628970,Miles Bridges,2021-22,2.99,-2.73,5.72,2833
1628970,Miles Bridges,2023-24,-11.07,-6.48,-4.59,2579
1628971,Bruce Brown,2021-22,-0.49,0.88,-1.37,1782
1628971,Bruce Brown,2022-23,0.23,5.84,-5.61,2277
1628971,Bruce Brown,2023-24,-5.27,0.96,-6.23,1866
1628972,Troy Brown Jr.,2021-22,-1.12,-0.07,-1.05,1054
1628972,Troy Brown Jr.,2022-23,0.54,0.68,-0.14,1850
1628972,Troy Brown Jr.,2023-24,-5.19,-0.1,-5.09,822
1628973,Jalen Brunson,2021-22,4.1,2.41,1.69,2527
1628973,Jalen Brunson,2022-23,2.54,4.37,-1.83,2375
1628973,Jalen Brunson,2023-24,8.33,-4.29,12.62,2730
1628975,Jevon Carter,2021-22,-2.57,1.6,-4.16,905
1628975,Jevon Carter,2022-23,1.04,1.68,-0.64,1806
1628975,Jevon Carter,2023-24,2.65,-2.01,4.66,994
1628976,Wendell Carter Jr.,2021-22,-3.3,-11.38,8.08,1848
1628976,Wendell Carter Jr.,2022-23,-0.17,-2.76,2.59,1690
1628976,Wendell Carter Jr.,2023-24,1.97,2.54,-0.57,1408
1628977,Hamidou Diallo,2021-22,-7.14,-6.74,-0.41,1266
1628977,Hamidou Diallo,2022-23,-0.36,-10.49,10.13,995
1628978,Donte DiVincenzo,2021-22,-2.43,-2.66,0.23,1002
1628978,Donte DiVincenzo,2022-23,3.26,0.62,2.64,1889
1628978,Donte DiVincenzo,2023-24,3.57,5.72,-2.15,2363
1628981,Bruno Fernando,2021-22,-9.49,-1.67,-7.81,153
1628981,Bruno Fernando,2022-23,-7.6,-7.37,-0.24,404
1628981,Bruno Fernando,2023-24,-4.56,-0.66,-3.89,680
1628982,ID_1628982,2021-22,-38.58,-7.03,-31.54,120
1628983,Shai Gilgeous-Alexander,2021-22,-6.41,-9.5,3.09,1942
1628983,Shai Gilgeous-Alexander,2022-23,3.39,-1.02,4.41,2415
1628983,Shai Gilgeous-Alexander,2023-24,11.15,1.58,9.57,2558
1628984,Devonte' Graham,2021-22,0.31,-2.26,2.57,2160
1628984,Devonte' Graham,2022-23,-6.86,-1.52,-5.34,1332
1628984,Devonte' Graham,2023-24,3.71,-7.22,10.93,315
1628988,Aaron Holiday,2021-22,-1.02,0.85,-1.87,1026
1628988,Aaron Holiday,2022-23,-0.53,0.64,-1.17,846
1628988,Aaron Holiday,2023-24,5.66,0.27,5.39,1259
1628989,Kevin Huerter,2021-22,4.03,-1.58,5.61,2186
1628989,Kevin Huerter,2022-23,4.94,1.52,3.42,2199
1628989,Kevin Huerter,2023-24,2.92,1.12,1.8,1565
1628990,ID_1628990,2021-22,27.56,8.21,19.36,22
1628991,Jaren Jackson Jr.,2021-22,8.03,3.04,5,2122
1628991,Jaren Jackson Jr.,2022-23,9.64,-0.61,10.25,1784
1628991,Jaren Jackson Jr.,2023-24,-6.59,-3.8,-2.79,2135
1628993,ID_1628993,2021-22,-8.82,-0.04,-8.78,148
1628993,ID_1628993,2022-23,20.32,-9.15,29.47,28
1628995,Kevin Knox II,2021-22,-16.39,1.45,-17.84,221
1628995,Kevin Knox II,2022-23,-10.73,-5.84,-4.9,949
1628995,Kevin Knox II,2023-24,-5.52,-8.23,2.7,561
1628997,Caleb Martin,2023-24,1.37,1.59,-0.22,1757
1628998,Cody Martin,2021-22,0.74,1.9,-1.16,1861
1628998,Cody Martin,2022-23,-7.84,-5.16,-2.68,134
1628998,Cody Martin,2023-24,-9.47,-9.48,0.01,750
1629001,De'Anthony Melton,2021-22,6.67,5.03,1.64,1652
1629001,De'Anthony Melton,2022-23,2.9,7.21,-4.32,2147
1629001,De'Anthony Melton,2023-24,10.81,1.46,9.35,1027
1629002,Chimezie Metu,2021-22,-5.22,-5.11,-0.11,1277
1629002,Chimezie Metu,2022-23,6.75,2.72,4.03,688
1629002,Chimezie Metu,2023-24,-7.17,-1.56,-5.6,851
1629003,Shake Milton,2021-22,-0.17,4.28,-4.45,1183
1629003,Shake Milton,2022-23,4.52,5.12,-0.6,1567
1629003,Shake Milton,2023-24,-3.09,5.95,-9.04,584
1629004,Svi Mykhailiuk,2021-22,-4.69,3.81,-8.5,715
1629004,Svi Mykhailiuk,2022-23,-0.11,-4.97,4.86,468
1629004,Svi Mykhailiuk,2023-24,19.27,10.86,8.41,413
1629006,Josh Okogie,2021-22,3.97,2.96,1.01,514
1629006,Josh Okogie,2022-23,4.36,2.18,2.18,1351
1629006,Josh Okogie,2023-24,1.26,3.55,-2.3,959
1629007,Jontay Porter,2023-24,-5.06,-5.64,0.58,361
1629008,Michael Porter Jr.,2021-22,11.99,2.18,9.8,265
1629008,Michael Porter Jr.,2022-23,10.05,-3.6,13.65,1799
1629008,Michael Porter Jr.,2023-24,8.08,0.17,7.91,2562
1629010,ID_1629010,2023-24,14.33,1.8,12.53,83
1629011,Mitchell Robinson,2021-22,-2.56,2.95,-5.52,1846
1629011,Mitchell Robinson,2022-23,7.23,0.66,6.58,1586
1629011,Mitchell Robinson,2023-24,1.03,5.25,-4.22,768
1629012,Collin Sexton,2021-22,-4.99,2.05,-7.04,314
1629012,Collin Sexton,2022-23,-0.41,-0.56,0.15,1147
1629012,Collin Sexton,2023-24,-3.82,-5.93,2.1,2071
1629013,Landry Shamet,2021-22,5.42,9.96,-4.54,1431
1629013,Landry Shamet,2022-23,3.45,2.79,0.66,807
1629013,Landry Shamet,2023-24,-8.68,-7.81,-0.87,728
1629014,Anfernee Simons,2021-22,-1.42,-12.68,11.26,1673
1629014,Anfernee Simons,2022-23,-0.93,-6.27,5.34,2167
1629014,Anfernee Simons,2023-24,-9.15,-7.59,-1.56,1579
1629018,Gary Trent Jr.,2021-22,3.27,0.69,2.58,2444
1629018,Gary Trent Jr.,2022-23,-1.63,4.97,-6.59,2119
1629018,Gary Trent Jr.,2023-24,-4.54,-6.65,2.11,1994
1629020,Jarred Vanderbilt,2021-22,5.48,0.95,4.53,1872
1629020,Jarred Vanderbilt,2022-23,-1.34,0.28,-1.64,1886
1629020,Jarred Vanderbilt,2023-24,4.46,-0.71,5.16,585
1629021,Moritz Wagner,2021-22,-7.32,-7.69,0.37,962
1629021,Moritz Wagner,2022-23,-0.41,-2.14,1.73,1110
1629021,Moritz Wagner,2023-24,3.64,1.61,2.03,1414
1629022,Lonnie Walker IV,2021-22,-2.98,1.63,-4.61,1609
1629022,Lonnie Walker IV,2022-23,-7.19,4.4,-11.59,1297
1629022,Lonnie Walker IV,2023-24,0.51,-3.39,3.91,1009
1629023,P.J. Washington,2021-22,3.9,-0.69,4.59,1766
1629023,P.J. Washington,2022-23,-6.33,-3.63,-2.7,2380
1629023,P.J. Washington,2023-24,-1.94,-5.06,3.12,2224
1629026,Kenrich Williams,2021-22,1.37,-11.47,12.84,1076
1629026,Kenrich Williams,2022-23,4.26,0.53,3.74,1203
1629026,Kenrich Williams,2023-24,9.25,7.21,2.04,1031
1629027,Trae Young,2021-22,2.7,-0.86,3.57,2644
1629027,Trae Young,2022-23,0.77,-0.27,1.04,2544
1629027,Trae Young,2023-24,-2,-0.69,-1.31,1942
1629028,Deandre Ayton,2021-22,9.69,7.27,2.42,1712
1629028,Deandre Ayton,2022-23,0.45,5.55,-5.1,2037
1629028,Deandre Ayton,2023-24,-8.4,-8.04,-0.36,1779
1629029,Luka Dončić,2021-22,2.88,4.35,-1.47,2302
1629029,Luka Dončić,2022-23,1.6,-1.59,3.19,2395
1629029,Luka Dončić,2023-24,5.75,-3.57,9.32,2628
1629033,ID_1629033,2021-22,-7.38,3.91,-11.29,147
1629033,ID_1629033,2022-23,-3.54,0.66,-4.2,324
1629035,ID_1629035,2021-22,-3.59,-6.94,3.34,82
1629048,Goga Bitadze,2021-22,0.77,-2.13,2.9,722
1629048,Goga Bitadze,2022-23,5.92,-2.21,8.13,457
1629048,Goga Bitadze,2023-24,0.69,2.86,-2.17,957
1629052,Oshae Brissett,2021-22,-3.56,-0.33,-3.23,1553
1629052,Oshae Brissett,2022-23,2.07,-3.38,5.46,1087
1629052,Oshae Brissett,2023-24,10.49,11.98,-1.49,631
1629056,Terence Davis,2021-22,5.57,-6.82,12.39,537
1629056,Terence Davis,2022-23,4.31,3.18,1.13,836
1629057,Robert Williams III,2021-22,10.15,5.61,4.54,1807
1629057,Robert Williams III,2022-23,11.51,6.82,4.69,824
1629057,Robert Williams III,2023-24,-15.14,-7.99,-7.14,118
1629060,Rui Hachimura,2021-22,-7.67,-2.38,-5.29,943
1629060,Rui Hachimura,2022-23,0.68,-0.34,1.02,1468
1629060,Rui Hachimura,2023-24,1.63,-1.29,2.92,1825
1629067,ID_1629067,2021-22,-15.25,2.59,-17.84,68
1629076,Tyler Cook,2021-22,-7.1,0.01,-7.1,199
1629103,Kelan Martin,2021-22,-4.2,-1.27,-2.92,440
1629109,Gary Clark,2021-22,0.7,-1.02,1.72,378
1629111,Jock Landale,2021-22,-0.64,-0.17,-0.48,586
1629111,Jock Landale,2022-23,8.45,1.1,7.34,980
