PLAYER_ID,PLAYER_NAME,SEASON,ON_COURT_NET,OFF_COURT_NET,ON_OFF_DIFF,ON_MIN_TOTAL
1629111,Jock Landale,2023-24,10.18,0.03,10.15,760
1629117,Wenyen Gabriel,2021-22,4.46,-3.09,7.55,355
1629117,Wenyen Gabriel,2022-23,-0.56,1.02,-1.58,1021
1629117,Wenyen Gabriel,2023-24,-8.54,-5.23,-3.31,82
1629130,Duncan Robinson,2023-24,0.31,2.58,-2.27,1893
1629134,Kendrick Nunn,2022-23,-3.08,0.35,-3.42,961
1629139,Yuta Watanabe,2021-22,-3.28,2.98,-6.26,443
1629139,Yuta Watanabe,2022-23,-1.65,1.25,-2.89,934
1629139,Yuta Watanabe,2023-24,-5.06,2.11,-7.17,465
1629162,Jordan McLaughlin,2021-22,3.73,2.91,0.82,899
1629162,Jordan McLaughlin,2022-23,6.66,-0.73,7.39,676
1629162,Jordan McLaughlin,2023-24,10.95,5.81,5.14,623
1629164,Brandon Goodwin,2021-22,-6.82,2.7,-9.52,502
1629168,ID_1629168,2021-22,-3.37,-7.67,4.3,63
1629185,Chris Chiozza,2021-22,-6.21,6.84,-13.06,374
1629216,Gabe Vincent,2023-24,7.51,-0.38,7.89,219
1629234,Drew Eubanks,2021-22,-12.77,-2.62,-10.15,1247
1629234,Drew Eubanks,2022-23,-4.04,-2.86,-1.18,1579
1629234,Drew Eubanks,2023-24,-3.21,5.57,-8.78,1160
1629308,Juan Toscano-Anderson,2021-22,2.33,6.7,-4.37,992
1629308,Juan Toscano-Anderson,2022-23,-10.05,1.06,-11.11,696
1629308,Juan Toscano-Anderson,2023-24,3.61,1.81,1.8,52
1629312,Haywood Highsmith,2023-24,-0.21,2.39,-2.6,1362
1629599,Amir Coffey,2021-22,-0.84,1.22,-2.06,1568
1629599,Amir Coffey,2022-23,-8.42,3.46,-11.88,620
1629599,Amir Coffey,2023-24,-3.11,6.99,-10.1,1460
1629603,ID_1629603,2021-22,-4.25,-8.18,3.92,189
1629603,ID_1629603,2022-23,0.77,5.99,-5.22,170
1629604,CJ Elleby,2021-22,-13.59,-5.52,-8.07,1172
1629605,ID_1629605,2021-22,4.42,1.44,2.97,58
1629607,ID_1629607,2021-22,9.16,-0.96,10.12,43
1629610,ID_1629610,2023-24,-16.3,4.69,-20.99,48
1629611,Terance Mann,2021-22,2.33,-2.33,4.67,2321
1629611,Terance Mann,2022-23,2.16,1.11,1.05,1872
1629611,Terance Mann,2023-24,2.2,4.19,-1.99,1870
1629614,Andrew Nembhard,2022-23,-4.44,0.95,-5.39,2074
1629614,Andrew Nembhard,2023-24,3.23,4.95,-1.72,1700
1629617,ID_1629617,2021-22,-17.71,-7.45,-10.27,180
1629618,ID_1629618,2023-24,-0.04,5.49,-5.54,122
1629619,ID_1629619,2021-22,-21.72,3.27,-24.99,51
1629620,Justin Robinson,2021-22,-15.75,0.16,-15.92,283
1629622,Max Strus,2023-24,5.46,-1.87,7.33,2235
1629623,ID_1629623,2021-22,-16.21,3.52,-19.73,197
1629623,ID_1629623,2022-23,-25.69,1.98,-27.67,85
1629626,Bol Bol,2021-22,3.39,2.83,0.56,80
1629626,Bol Bol,2022-23,-3.83,-0.31,-3.53,1507
1629626,Bol Bol,2023-24,3.57,2.92,0.66,466
1629627,Zion Williamson,2022-23,6.23,0.74,5.5,948
1629627,Zion Williamson,2023-24,2.34,6.62,-4.29,2211
1629628,RJ Barrett,2021-22,-2.88,5.5,-8.38,2417
1629628,RJ Barrett,2022-23,-0.67,9.71,-10.38,2471
1629628,RJ Barrett,2023-24,-2.87,-1.17,-1.7,1840
1629629,Cam Reddish,2021-22,-9.6,3.68,-13.29,1008
1629629,Cam Reddish,2022-23,-7.85,0.75,-8.6,982
1629629,Cam Reddish,2023-24,-2.14,0.77,-2.91,982
1629630,Ja Morant,2021-22,4.43,6.89,-2.46,1888
1629630,Ja Morant,2022-23,7.12,1.02,6.11,1941
1629630,Ja Morant,2023-24,0.71,-5.82,6.53,314
1629631,De'Andre Hunter,2021-22,0.94,1.93,-0.99,1574
1629631,De'Andre Hunter,2022-23,-0.31,1.21,-1.52,2126
1629631,De'Andre Hunter,2023-24,-0.84,-1.68,0.84,1679
1629632,Coby White,2021-22,-0.94,0.08,-1.02,1677
1629632,Coby White,2022-23,4.38,-0.03,4.41,1723
1629632,Coby White,2023-24,-0.16,-2.64,2.48,2879
1629633,ID_1629633,2021-22,-1.14,6.36,-7.5,339
1629633,ID_1629633,2022-23,-2.7,0.51,-3.21,140
1629634,Brandon Clarke,2021-22,7.42,4.93,2.49,1252
1629634,Brandon Clarke,2022-23,1.26,5.07,-3.81,1090
1629634,Brandon Clarke,2023-24,-1.4,-5.44,4.04,139
1629636,Darius Garland,2021-22,6.55,-6.64,13.19,2427
1629636,Darius Garland,2022-23,8.53,1.33,7.2,2448
1629636,Darius Garland,2023-24,1.84,2.64,-0.8,1906
1629637,Jaxson Hayes,2021-22,0.37,-1.52,1.89,1393
1629637,Jaxson Hayes,2022-23,-6.44,3.57,-10.02,599
1629637,Jaxson Hayes,2023-24,-4.18,1.27,-5.45,885
1629638,Nickeil Alexander-Walker,2021-22,-3.32,1.4,-4.73,1463
1629638,Nickeil Alexander-Walker,2022-23,-2.72,0.18,-2.89,886
1629638,Nickeil Alexander-Walker,2023-24,8.39,4.95,3.44,1925
1629639,Tyler Herro,2023-24,0.29,2.16,-1.87,1406
1629640,Keldon Johnson,2021-22,1.63,-3.07,4.7,2387
1629640,Keldon Johnson,2022-23,-11.06,-6.65,-4.41,2064
1629640,Keldon Johnson,2023-24,-7.7,-4.93,-2.78,2034
1629641,Romeo Langford,2021-22,0.74,8.86,-8.12,771
1629641,Romeo Langford,2022-23,-8.09,-9.17,1.07,844
1629642,Nassir Little,2021-22,-0.28,-10.83,10.55,1092
1629642,Nassir Little,2022-23,-7.16,-2.08,-5.08,975
1629642,Nassir Little,2023-24,-9.15,4.6,-13.75,460
1629643,Chuma Okeke,2021-22,-8.36,-7,-1.36,1747
1629643,Chuma Okeke,2022-23,-10.06,-0.39,-9.67,515
1629643,Chuma Okeke,2023-24,-5.71,3.32,-9.03,431
1629644,KZ Okpala,2022-23,-1.16,3.72,-4.87,243
1629645,Kevin Porter Jr.,2021-22,-5.51,-9.71,4.2,1910
1629645,Kevin Porter Jr.,2022-23,-8.51,-7.95,-0.56,2025
1629646,Charles Bassey,2021-22,-8.93,3.48,-12.41,169
1629646,Charles Bassey,2022-23,-3.13,-9.79,6.67,507
1629646,Charles Bassey,2023-24,-12.21,-6.03,-6.18,205
1629647,Darius Bazley,2021-22,-11.09,-5.03,-6.05,1934
1629647,Darius Bazley,2022-23,-3.04,2.12,-5.17,620
1629647,Darius Bazley,2023-24,-10.68,-4.61,-6.07,144
1629649,Ignas Brazdeikis,2021-22,-14.55,-6.51,-8.04,534
1629650,ID_1629650,2021-22,-4.25,2.79,-7.04,341
1629650,ID_1629650,2022-23,3.83,1.43,2.4,286
1629650,ID_1629650,2023-24,-13.36,-7.93,-5.43,200
1629651,Nic Claxton,2021-22,-0.38,0.48,-0.86,981
1629651,Nic Claxton,2022-23,2.88,-2.55,5.43,2273
1629651,Nic Claxton,2023-24,-5.14,0.77,-5.91,2120
1629652,Luguentz Dort,2021-22,-7.9,-8.05,0.15,1670
1629652,Luguentz Dort,2022-23,1.5,1.87,-0.37,2271
1629652,Luguentz Dort,2023-24,8.07,7.3,0.76,2254
1629653,ID_1629653,2021-22,1.62,-0.4,2.02,87
1629653,ID_1629653,2022-23,-3.09,-0.89,-2.21,52
1629655,Daniel Gafford,2021-22,-6.98,-1.73,-5.25,1440
1629655,Daniel Gafford,2022-23,-2.17,-0.06,-2.11,1604
1629655,Daniel Gafford,2023-24,-1.3,-5.25,3.95,1817
1629656,Quentin Grimes,2021-22,-2.14,1,-3.14,788
1629656,Quentin Grimes,2022-23,4.56,1.82,2.74,2118
1629656,Quentin Grimes,2023-24,-1.12,4.1,-5.22,1026
1629658,ID_1629658,2021-22,-19.38,-7.26,-12.12,237
1629659,Talen Horton-Tucker,2021-22,-1.85,-3.57,1.72,1515
1629659,Talen Horton-Tucker,2022-23,0.35,-0.95,1.3,1315
1629659,Talen Horton-Tucker,2023-24,-4.59,-4.91,0.32,1014
1629660,Ty Jerome,2021-22,-2.14,-9.48,7.33,805
1629660,Ty Jerome,2022-23,-6.04,3.93,-9.96,812
1629661,Cameron Johnson,2021-22,7.59,8.88,-1.28,1726
1629661,Cameron Johnson,2022-23,6.9,0.53,6.36,1204
1629661,Cameron Johnson,2023-24,-2.42,-2.38,-0.05,1597
1629662,ID_1629662,2022-23,-3.99,7.89,-11.88,36
1629663,ID_1629663,2021-22,-10.22,-5.01,-5.21,104
1629663,ID_1629663,2022-23,9.16,4.85,4.31,28
1629667,Jalen McDaniels,2021-22,4.32,0.49,3.83,892
1629667,Jalen McDaniels,2022-23,-3,-3.35,0.35,1917
1629667,Jalen McDaniels,2023-24,-11.9,-4.6,-7.3,535
1629669,Jaylen Nowell,2021-22,2.08,3.43,-1.35,977
1629669,Jaylen Nowell,2022-23,-0.31,0.92,-1.23,1252
1629669,Jaylen Nowell,2023-24,-4.74,-6.13,1.4,213
1629670,Jordan Nwora,2021-22,-2.83,4.83,-7.65,1180
1629670,Jordan Nwora,2022-23,-9.67,1.42,-11.09,1184
1629670,Jordan Nwora,2023-24,-13.23,-1.64,-11.59,713
1629671,ID_1629671,2021-22,-36.04,6.64,-42.68,43
1629672,Eric Paschall,2021-22,-2.15,8.08,-10.23,735
1629673,Jordan Poole,2021-22,6.61,4.22,2.38,2284
1629673,Jordan Poole,2022-23,-0.74,6.17,-6.91,2458
1629673,Jordan Poole,2023-24,-10.03,-4.95,-5.08,2348
1629674,Neemias Queta,2021-22,-2.08,-5.24,3.16,121
1629674,Neemias Queta,2022-23,-40.91,3.75,-44.66,29
1629674,Neemias Queta,2023-24,20.52,10.93,9.59,332
1629675,Naz Reid,2021-22,-2.32,5.49,-7.82,1214
1629675,Naz Reid,2022-23,-3.87,2.56,-6.43,1250
1629675,Naz Reid,2023-24,6.31,6.92,-0.61,1962
1629676,Isaiah Roby,2021-22,-9.78,-7.43,-2.35,950
1629676,Isaiah Roby,2022-23,-9.96,-8.8,-1.16,474
1629677,ID_1629677,2022-23,-1.11,-0.49,-0.62,160
1629677,ID_1629677,2023-24,-6.68,-4.62,-2.07,404
1629678,Admiral Schofield,2021-22,-10.66,-7.19,-3.47,466
1629678,Admiral Schofield,2022-23,-7.58,-0.89,-6.69,450
1629678,Admiral Schofield,2023-24,-3.15,2.46,-5.61,84
1629680,Matisse Thybulle,2021-22,4.45,1.84,2.61,1685
1629680,Matisse Thybulle,2022-23,1.66,0.55,1.12,1192
1629680,Matisse Thybulle,2023-24,-6.71,-9.1,2.4,1494
1629681,Killian Tillie,2021-22,4.15,5.92,-1.78,463
1629682,ID_1629682,2021-22,-18.27,2.5,-20.77,41
1629683,ID_1629683,2021-22,-11,5.91,-16.91,72
1629684,Grant Williams,2021-22,4.14,10.8,-6.66,1874
1629684,Grant Williams,2022-23,6.27,9.36,-3.09,2041
1629684,Grant Williams,2023-24,-5.35,-0.95,-4.41,2124
1629685,ID_1629685,2021-22,-2.09,1.95,-4.04,455
1629685,ID_1629685,2023-24,-3.18,-0.88,-2.3,104
1629686,ID_1629686,2021-22,-42.88,-6.63,-36.25,26
1629712,ID_1629712,2021-22,-27.11,-7.3,-19.81,122
1629714,ID_1629714,2022-23,13.89,-0.67,14.55,41
1629716,ID_1629716,2023-24,-8.54,-9.51,0.98,118
1629717,Armoni Brooks,2021-22,-3.6,-6.51,2.91,839
1629717,Armoni Brooks,2023-24,16.86,-2.91,19.76,103
1629718,ID_1629718,2021-22,3.04,2.95,0.1,159
1629718,ID_1629718,2023-24,0.22,4.47,-4.25,38
1629719,ID_1629719,2021-22,-1.61,-0.19,-1.41,123
1629723,John Konchar,2021-22,3.73,6.68,-2.96,1296
1629723,John Konchar,2022-23,7.24,2.06,5.18,1492
1629723,John Konchar,2023-24,-4.52,-5.63,1.11,1170
1629726,Garrison Mathews,2021-22,-4.86,-9.83,4.97,1707
1629726,Garrison Mathews,2022-23,-5.76,-7.46,1.71,688
1629726,Garrison Mathews,2023-24,-2.87,-0.81,-2.06,997
1629730,ID_1629730,2021-22,-1.82,2.71,-4.53,69
1629731,Dean Wade,2021-22,1.29,1.55,-0.26,974
1629731,Dean Wade,2022-23,6.7,5.5,1.2,894
1629731,Dean Wade,2023-24,8.11,-0.02,8.13,1112
1629744,Matt Thomas,2021-22,2.9,-0.78,3.68,463
1629750,Javonte Green,2021-22,1.64,-1.6,3.24,1517
1629750,Javonte Green,2022-23,6.75,1.22,5.53,476
1629750,Javonte Green,2023-24,5.53,-1.24,6.77,230
1629752,ID_1629752,2021-22,-33.68,2.53,-36.2,27
1629755,ID_1629755,2021-22,-1.94,-7.86,5.92,173
1629833,Keljin Blevins,2021-22,-26.92,-6.05,-20.87,353
1629875,ID_1629875,2021-22,0.29,0.41,-0.12,139
1629875,ID_1629875,2022-23,7.48,1.58,5.9,20
1629875,ID_1629875,2023-24,-14.8,3.82,-18.62,121
1629962,ID_1629962,2021-22,-2.25,-7.81,5.55,146
1630162,Anthony Edwards,2021-22,4.5,0.76,3.74,2468
1630162,Anthony Edwards,2022-23,1.99,-3.15,5.14,2836
1630162,Anthony Edwards,2023-24,7.2,5.27,1.93,2771
1630163,LaMelo Ball,2021-22,2.32,-0.16,2.48,2419
1630163,LaMelo Ball,2022-23,-4,-5.84,1.84,1267
1630163,LaMelo Ball,2023-24,-7.79,-9.86,2.07,717
1630164,James Wiseman,2022-23,-17.13,-3.46,-13.68,862
1630164,James Wiseman,2023-24,-12.58,-6.04,-6.55,1086
1630165,Killian Hayes,2021-22,-9.71,-4.83,-4.88,1651
1630165,Killian Hayes,2022-23,-11.23,-4.02,-7.21,2152
1630165,Killian Hayes,2023-24,-10.88,-6.79,-4.08,1012
1630166,Deni Avdija,2021-22,-1.95,-5.32,3.38,1981
1630166,Deni Avdija,2022-23,-0.55,-1.3,0.75,2028
1630166,Deni Avdija,2023-24,-5.36,-11.42,6.05,2247
1630167,Obi Toppin,2021-22,7.88,-3.01,10.89,1228
1630167,Obi Toppin,2022-23,3.33,3.25,0.08,1046
1630167,Obi Toppin,2023-24,4.67,3.85,0.82,1726
1630168,Onyeka Okongwu,2021-22,5.64,0.16,5.48,989
1630168,Onyeka Okongwu,2022-23,2.43,-1.39,3.82,1853
1630168,Onyeka Okongwu,2023-24,-0.46,-1.8,1.34,1408
1630169,Tyrese Haliburton,2021-22,-4.68,-3.5,-1.19,2688
1630169,Tyrese Haliburton,2022-23,0.55,-4.09,4.64,1883
1630169,Tyrese Haliburton,2023-24,8.19,-0.96,9.15,2227
1630170,Devin Vassell,2021-22,0.74,-1.18,1.93,1942
1630170,Devin Vassell,2022-23,-9.5,-8.7,-0.8,1184
1630170,Devin Vassell,2023-24,-6.04,-6.76,0.72,2245
1630171,Isaac Okoro,2021-22,2.28,0.68,1.61,1980
1630171,Isaac Okoro,2022-23,6.37,5.34,1.02,1648
1630171,Isaac Okoro,2023-24,1.94,2.55,-0.62,1886
1630172,Patrick Williams,2021-22,-6.06,0.33,-6.39,419
1630172,Patrick Williams,2022-23,-2.16,7.51,-9.66,2314
1630172,Patrick Williams,2023-24,-0.56,-0.97,0.41,1171
1630173,Precious Achiuwa,2021-22,2.29,2.27,0.01,1723
1630173,Precious Achiuwa,2022-23,-1.47,2.63,-4.1,1143
1630173,Precious Achiuwa,2023-24,-0.81,2.91,-3.72,1624
1630174,Aaron Nesmith,2021-22,2.64,8.51,-5.87,571
1630174,Aaron Nesmith,2022-23,-4.33,0.2,-4.53,1814
1630174,Aaron Nesmith,2023-24,4.83,3.57,1.27,1995
1630175,Cole Anthony,2021-22,-5.48,-9.9,4.42,2054
1630175,Cole Anthony,2022-23,1.02,-3.38,4.4,1552
1630175,Cole Anthony,2023-24,2.99,1.77,1.22,1824
1630176,ID_1630176,2021-22,-40.84,-3.37,-37.47,28
1630176,ID_1630176,2022-23,-16.33,-0.81,-15.52,28
1630177,Theo Maledon,2021-22,-9.93,-7.41,-2.53,909
1630177,Theo Maledon,2022-23,-7.3,-4.68,-2.62,859
1630177,Theo Maledon,2023-24,-9.88,-9.46,-0.42,201
1630178,Tyrese Maxey,2021-22,3.8,1.22,2.59,2657
1630178,Tyrese Maxey,2022-23,5.29,4.46,0.83,2010
1630178,Tyrese Maxey,2023-24,6,-0.3,6.3,2631
1630180,Saddiq Bey,2021-22,-8.49,-3.36,-5.13,2706
1630180,Saddiq Bey,2022-23,-3.06,-6.05,2.99,2134
1630180,Saddiq Bey,2023-24,-0.03,-2.73,2.7,2068
1630181,R.J. Hampton,2021-22,-14.32,-3.88,-10.44,1406
1630181,R.J. Hampton,2022-23,-8.1,-4.6,-3.5,746
1630181,R.J. Hampton,2023-24,11.2,1.3,9.9,77
1630182,Josh Green,2021-22,3.81,3.38,0.43,1040
1630182,Josh Green,2022-23,2.14,-0.83,2.97,1545
1630182,Josh Green,2023-24,-2.04,5.56,-7.6,1508
1630183,Jaden McDaniels,2021-22,0.56,5.21,-4.65,1800
1630183,Jaden McDaniels,2022-23,2.96,-3.27,6.23,2416
1630183,Jaden McDaniels,2023-24,4.12,9.45,-5.33,2104
1630184,Kira Lewis Jr.,2021-22,-13.21,0.32,-13.53,342
1630184,Kira Lewis Jr.,2022-23,12.94,1.38,11.56,231
1630184,Kira Lewis Jr.,2023-24,-10.72,0.61,-11.34,263
1630186,ID_1630186,2021-22,-7.92,-5.04,-2.87,135
1630186,ID_1630186,2023-24,-8.34,-5.5,-2.84,119
1630187,ID_1630187,2021-22,-36,2.56,-38.56,29
1630188,Jalen Smith,2021-22,4.93,2.12,2.82,925
1630188,Jalen Smith,2022-23,-2.3,-1.68,-0.62,1276
1630188,Jalen Smith,2023-24,0.84,5.42,-4.57,1044
1630190,Elijah Hughes,2021-22,-22.33,-3.25,-19.08,436
1630191,Isaiah Stewart,2021-22,-9.11,-4.96,-4.15,1818
1630191,Isaiah Stewart,2022-23,-8.13,-7.84,-0.29,1413
1630191,Isaiah Stewart,2023-24,-2.84,-10.65,7.81,1419
1630192,Zeke Nnaji,2021-22,-1.27,3.72,-4.98,696
1630192,Zeke Nnaji,2022-23,-6.06,4.57,-10.63,731
1630192,Zeke Nnaji,2023-24,-11.52,8.19,-19.7,572
1630193,Immanuel Quickley,2021-22,8.17,-6.13,14.3,1800
1630193,Immanuel Quickley,2022-23,6.76,-1.68,8.44,2342
1630193,Immanuel Quickley,2023-24,-0.97,-2.08,1.12,1982
1630194,Paul Reed,2021-22,-8.09,3.87,-11.96,304
1630194,Paul Reed,2022-23,1,5.79,-4.79,755
1630194,Paul Reed,2023-24,4.88,3.23,1.64,1582
1630195,ID_1630195,2021-22,-1.25,3.38,-4.63,241
1630195,ID_1630195,2022-23,2.52,-0.57,3.08,68
1630197,Aleksej Pokusevski,2021-22,-2.91,-10.29,7.38,1235
1630197,Aleksej Pokusevski,2022-23,-10.56,4.29,-14.85,703
1630197,Aleksej Pokusevski,2023-24,-7.18,-7.24,0.06,410
1630198,Isaiah Joe,2021-22,3.43,2.86,0.57,615
1630198,Isaiah Joe,2022-23,4.56,0.09,4.47,1393
1630198,Isaiah Joe,2023-24,9.61,6.67,2.94,1444
1630199,ID_1630199,2021-22,0.56,-7.17,7.73,155
1630200,Tre Jones,2021-22,-2.79,0.8,-3.59,1147
1630200,Tre Jones,2022-23,-7.39,-10.49,3.1,1987
1630200,Tre Jones,2023-24,-0.88,-12.76,11.88,2139
1630201,Malachi Flynn,2021-22,-0.8,2.76,-3.57,538
1630201,Malachi Flynn,2022-23,-2.76,2.33,-5.09,691
1630201,Malachi Flynn,2023-24,-8.93,-5.55,-3.37,874
1630202,Payton Pritchard,2021-22,2.25,9.5,-7.24,1007
1630202,Payton Pritchard,2022-23,1.99,8.89,-6.9,643
1630202,Payton Pritchard,2023-24,13.52,10.22,3.3,1824
1630204,ID_1630204,2023-24,1.07,-9,10.07,315
1630205,Lamar Stevens,2021-22,-2.15,2.74,-4.89,1009
1630205,Lamar Stevens,2022-23,1.49,7.43,-5.95,1115
1630205,Lamar Stevens,2023-24,2.32,-2.13,4.46,562
1630206,ID_1630206,2021-22,7.6,0.18,7.42,119
1630206,ID_1630206,2022-23,-29.6,-1.45,-28.15,29
1630207,ID_1630207,2023-24,10.96,1.81,9.15,74
1630208,Nick Richards,2021-22,-12.09,2.73,-14.82,369
1630208,Nick Richards,2022-23,-3.09,-6.21,3.12,1219
1630208,Nick Richards,2023-24,-11.2,-8.09,-3.11,1760
1630209,Omer Yurtseven,2023-24,-12.83,-3.55,-9.27,544
1630210,ID_1630210,2021-22,-7.73,3.34,-11.07,177
1630214,Xavier Tillman,2021-22,-0.14,6.98,-7.12,702
1630214,Xavier Tillman,2022-23,0.77,5.41,-4.64,1184
1630214,Xavier Tillman,2023-24,-0.74,-0.52,-0.21,974
1630215,Jared Butler,2021-22,0.63,6.73,-6.09,355
1630215,Jared Butler,2022-23,2.46,1.65,0.81,76
1630215,Jared Butler,2023-24,-2.94,-8.82,5.88,571
1630216,ID_1630216,2021-22,2.79,-3.7,6.49,39
1630217,Desmond Bane,2021-22,7.33,3.57,3.76,2262
1630217,Desmond Bane,2022-23,8.88,-0.23,9.11,1843
1630217,Desmond Bane,2023-24,-4.89,-5.53,0.64,1439
1630218,ID_1630218,2021-22,17.15,-5.38,22.53,42
1630219,Skylar Mays,2021-22,-14.52,2.48,-17,218
1630219,Skylar Mays,2022-23,-16.57,-2.67,-13.9,188
1630219,Skylar Mays,2023-24,-8.08,-6.57,-1.51,439
1630222,ID_1630222,2021-22,15.72,-3.16,18.88,51
1630222,ID_1630222,2023-24,-9.01,1.91,-10.92,28
1630224,Jalen Green,2021-22,-10.68,-4.11,-6.57,2139
1630224,Jalen Green,2022-23,-9.02,-6.72,-2.3,2608
1630224,Jalen Green,2023-24,0.81,4.22,-3.42,2607
1630225,ID_1630225,2021-22,-16,-3.39,-12.61,76
1630225,ID_1630225,2022-23,-5.83,-0.84,-4.99,61
1630227,Daishen Nix,2021-22,-7.71,-7.67,-0.04,260
1630227,Daishen Nix,2022-23,-7.11,-8.57,1.46,914
1630227,Daishen Nix,2023-24,27.22,6.36,20.86,50
1630228,Jonathan Kuminga,2021-22,1.61,7.32,-5.71,1184
1630228,Jonathan Kuminga,2022-23,-1.09,3.49,-4.58,1392
1630228,Jonathan Kuminga,2023-24,3.06,1.1,1.97,1944
1630230,Naji Marshall,2021-22,-2.34,-0.51,-1.82,729
1630230,Naji Marshall,2022-23,0.64,3.21,-2.57,1782
1630230,Naji Marshall,2023-24,8.49,2.24,6.25,1257
1630231,KJ Martin,2021-22,-6.92,-8.22,1.31,1649
1630231,KJ Martin,2022-23,-8.1,-8.42,0.32,2292
1630231,KJ Martin,2023-24,1.11,4.43,-3.32,750
1630233,ID_1630233,2021-22,6.42,2.85,3.57,270
1630233,ID_1630233,2022-23,-3.99,0.89,-4.88,295
1630235,Trent Forrest,2021-22,5.21,6.41,-1.2,762
1630235,Trent Forrest,2022-23,-7.09,0.95,-8.05,276
1630235,Trent Forrest,2023-24,-7.32,-0.63,-6.69,417
1630237,Anthony Lamb,2022-23,1.75,1.94,-0.19,1186
1630238,ID_1630238,2021-22,-11.88,7.04,-18.92,61
1630240,Saben Lee,2021-22,-4.57,-7.28,2.71,608
1630240,Saben Lee,2022-23,-6.18,3.85,-10.03,365
1630240,Saben Lee,2023-24,3.01,2.99,0.02,183
1630241,Sam Merrill,2021-22,-16.4,6.05,-22.45,59
1630241,Sam Merrill,2022-23,-2.58,5.89,-8.47,56
1630241,Sam Merrill,2023-24,1.11,2.69,-1.58,1070
1630243,ID_1630243,2021-22,3.26,-7.88,11.14,73
1630243,ID_1630243,2022-23,9.41,-2.08,11.49,69
1630243,ID_1630243,2023-24,1.04,2.39,-1.35,162
1630245,Ayo Dosunmu,2021-22,-4.79,4.75,-9.54,2112
1630245,Ayo Dosunmu,2022-23,-0.95,5.03,-5.98,2095
1630245,Ayo Dosunmu,2023-24,-2.66,1.4,-4.06,2206
1630249,Vít Krejčí,2021-22,-12.15,-7.12,-5.03,686
1630249,Vít Krejčí,2022-23,-1.3,0.47,-1.77,169
1630249,Vít Krejčí,2023-24,1.41,-1.76,3.17,542
1630250,ID_1630250,2021-22,3.93,-0.39,4.32,37
1630250,ID_1630250,2022-23,28.21,1.75,26.47,20
1630256,Jae'Sean Tate,2021-22,-7.9,-7.44,-0.46,2050
1630256,Jae'Sean Tate,2022-23,-8.92,-8.09,-0.82,682
1630256,Jae'Sean Tate,2023-24,5.65,0.7,4.95,1024
1630259,ID_1630259,2023-24,35.54,1.65,33.88,21
1630264,Anthony Gill,2021-22,6.02,-4.91,10.93,461
1630264,Anthony Gill,2022-23,-1.42,-0.82,-0.6,626
1630264,Anthony Gill,2023-24,1.57,-9.25,10.82,466
1630267,Facundo Campazzo,2021-22,-6.68,6.9,-13.58,1184
1630267,Facundo Campazzo,2022-23,9.74,0.19,9.55,53
1630270,ID_1630270,2021-22,-1.37,6.24,-7.61,31
1630270,ID_1630270,2022-23,-22.07,-5.04,-17.03,48
1630271,ID_1630271,2021-22,5.47,7.7,-2.23,60
1630273,ID_1630273,2021-22,-12.67,-7.45,-5.23,117
1630284,Kevon Harris,2022-23,0.04,-1.87,1.91,454
1630285,ID_1630285,2021-22,-25.86,-7.16,-18.7,175
1630285,ID_1630285,2023-24,-7.97,-5.19,-2.79,164
1630288,Jeff Dowtin Jr.,2021-22,-8.59,-4.01,-4.58,104
1630288,Jeff Dowtin Jr.,2022-23,-0.05,1.55,-1.6,257
1630288,Jeff Dowtin Jr.,2023-24,7,3.77,3.23,142
1630296,ID_1630296,2021-22,9.72,-7.72,17.44,194
1630296,ID_1630296,2023-24,-6.27,5.5,-11.77,61
1630311,ID_1630311,2023-24,-20.07,2.22,-22.28,27
1630314,Brandon Williams,2021-22,-21.37,-5.29,-16.08,644
1630314,Brandon Williams,2023-24,-21.74,3.37,-25.12,114
1630322,Lindy Waters III,2021-22,-3.78,-8.55,4.76,465
1630322,Lindy Waters III,2022-23,10.56,0.3,10.26,528
1630322,Lindy Waters III,2023-24,-4.29,8.67,-12.97,288
1630346,Matt Ryan,2022-23,1.6,0.5,1.11,308
1630346,Matt Ryan,2023-24,0.75,4.62,-3.86,399
1630466,ID_1630466,2021-22,-20.07,-7.82,-12.25,54
